// Reference=MNI
// Alvim M K, 2016: Gray Matter Atrophy, Healthy Controls<TLE-HS Patients
// Subjects=17
-15	-28	63

// Chen S, 2012: ALFF: TLE PDS > HC
// Subjects=7
39	24	-12
-36	30	3
12	18	3
-9	6	9
9	42	9

// Chen S, 2012: ALFF: TLE not depressed > HC
// Subjects=16
15	42	12
-39	33	3

// Chen S, 2012: ALFF: TLE not depressed < HC
// Subjects=16
33	-21	3
-15	-12	9
12	-9	6

// Ji G, 2013: ALFF: L-TLE > HC
// Subjects=23
42	-33	-24
-51	-21	-42
-33	6	-9
39	-12	18
-9	0	33
6	36	63
15	60	6
-15	3	3
0	-78	-51
-39	-60	-39
-21	-93	-30
-3	-72	-54

// Ji G, 2013: ALFF: L-TLE < HC
// Subjects=23
51	-48	51
-45	-30	18
24	-9	51

// Mankinen K, 2011: ReHo: TLE<HC
// Subjects=21
2.43	52.96	-15.79

// Mankinen K, 2011: ReHo: TLE>HC
// Subjects=21
2.89	41.21	38.72
-39.23	0.48	-34.32
-29.27	33.39	23.02

// Nedic S, 2015: Autocorrelation (ACF) b map: L-TLE < HC
// Subjects=19
-36	2	-17
13	23	42
-27	-7	28
-12	-10	-2
-45	-37	43
8	21	25
36	-22	19
30	-43	52
15	-46	7
-24	-34	70
30	41	1
12	-112	-2
-30	-43	25
30	2	58
-54	-10	10
3	-91	10

// Singh T B, 2020: ALFF: TLE>HC
// Subjects=14
-27	36	-21
-39	18	18
-3	-18	-24
36	9	9
15	-3	-15
-18	57	-12
-51	-45	-24
36	33	21
3	39	-3
-33	33	30
24	42	21

// Singh T B, 2020: ALFF: TLE<HC
// Subjects=14
3	-59	25
-36	-90	9
-6	-36	-6
33	-84	-24
-42	-21	-12
-45	-60	57
51	-51	18
24	30	3

// Wang J, 2020: fALFF: mTLE < HC
// Subjects=26
18	-63	-51
-12	-54	-57
-51	-60	33
54	-60	36

// Wang J, 2020: fALFF: mTLE > HC
// Subjects=26
27	-45	-30
-51	-48	-27
-6	-12	39
-36	48	-12
30	27	-18
54	-15	0

// Wang J, 2020: ReHo: mTLE < HC
// Subjects=26
-6	-15	36
-6	-18	18
9	-18	18
51	-63	27
-18	39	54
-42	-72	42
45	-27	24
63	18	24
6	-72	36
-6	-45	51

// Wang J, 2020: ReHo: mTLE > HC
// Subjects=26
-57	-45	-27
54	-42	-27
-54	-9	18
-27	-21	-27
24	-3	-21

// Wang J, 2020: SUVR: mTLE < HC
// Subjects=26
36	9	-45
33	-18	-18
42	36	-21
-24	9	-24
-9	-27	12
24	-60	24
9	-39	57

// Wang J, 2020: SUVR: mTLE > HC
// Subjects=26
-39	-78	-48
33	-66	-30
-15	-51	9
-15	-87	6

// Wei W, 2016: ALFF: mTLE-HS vs HC
// Subjects=30
-18	57	30
21	39	48
-24	42	36
39	48	21
0	-42	30
-3	48	12
-42	-51	54
54	-51	42
63	-45	-24

// Zeng H, 2013: ReHo: mTLE > controls
// Subjects=10
-15	-36	-12
-15	-15	-12
-27	27	30
-33	-33	18
3	-30	18
27	33	27
-30	-33	42
-20	-6	0
27	-15	36
42	-45	27
-9	-18	66
39	3	-36
-33	-30	44
30	-12	57
27	-30	66
-31	-14	46

// Zeng H, 2013: ReHo: mTLE<controls
// Subjects=10
3	48	-9
3	-72	36
-51	-72	-6
-3	-75	15
36	-66	-24
15	-100	6
-3	-66	69
48	-51	-54
-39	-72	-39
66	-45	-18

// Zhang Z, 2020: ALFF: TLE < HC
// Subjects=16
42	45	-6

// Zhang Z, 2010: ALFF: Left mTLE > HC
// Subjects=24
-18	-3	-21
-33	-24	-24
19	-3	-24
33	-24	-27
-9	-9	45
9	-6	45
-6	-3	3
-3	9	0
6	12	3
-6	-24	-27
-39	-33	66
27	-45	66
-6	18	48
15	-6	63
-48	12	-27
51	12	-24

// Zhang Z, 2010: ALFF: Left mTLE < HC
// Subjects=24
-6	-72	48
6	48	27
-36	36	39
39	45	30
-48	-66	33
51	-57	21
42	-66	-33
-33	-75	-30

// Zhang Z, 2015: ALFF: L mTLE vs HC
// Subjects=26
-33	-28	24
33	-27	-24
-60	-39	-6
60	-39	-6
-36	3	-12
33	6	-12
-16	-9	9
9	-9	9
0	-60	33
-42	-66	30
42	-69	30
-57	-51	39
51	-42	48
-36	-18	48
36	-18	42

// Zhao B, 2020: ReHo: L-TLE > HC
// Subjects=14
-9	33	21
-3	-48	36
33	18	24
-39	-6	-33
48	-6	-36
42	-9	36
-21	-21	63
-24	6	9

// Zhao B, 2020: ReHo: L-TLE < HC
// Subjects=14
9	36	-12
60	-39	39
-30	-82	48
-6	-96	21
-45	-69	-15

// Zhu X, 2018: ALFF: TLE +Depression > HC
// Subjects=18
30	-60	45

// Zhu X, 2018: ALFF: TLE no depression > HC
// Subjects=17
63	-9	-3
27	-48	12
24	-42	-6

// Zhu X, 2018: ALFF: TLE +Depression < HC
// Subjects=18
33	18	36

// Zhu X, 2018: ALFF: TLE no depression < HC
// Subjects=17
-24	36	42
-45	-60	-6
15	42	42

// Unknown Author, 2018: ReHo: TLE +Depression > HC
// Subjects=18
36	-12	60
-36	24	51
30	-18	54

// Unknown Author, 2018: ReHo: TLE no depression > HC
// Subjects=17
-36	-39	12
57	3	-15
9	-39	57

// Unknown Author, 2018: ReHo: TLE +Depression < HC
// Subjects=18
-36	24	51

// Unknown Author, 2018: ReHo: TLE no depression < HC
// Subjects=17
33	-66	51

